Date,Open,High,Low,Close,Volume
06/07/2022,"408.10","416.22","407.61","415.74","59,272,367"
06/06/2022,"414.78","416.61","410.55","411.79","57,508,859"
06/03/2022,"412.40","414.04","409.51","410.54","71,874,281"
06/02/2022,"409.42","417.44","407.04","417.39","79,609,633"
06/01/2022,"415.17","416.24","406.93","409.59","86,585,805"
05/31/2022,"413.55","416.46","410.03","412.93","95,936,977"
05/27/2022,"407.91","415.38","407.70","415.26","84,768,711"
05/26/2022,"398.67","407.04","398.45","405.31","82,168,336"
05/25/2022,"392.31","399.45","391.89","397.37","91,472,875"
05/24/2022,"392.56","395.15","386.96","393.89","91,448,828"
05/23/2022,"392.83","397.73","390.38","396.92","76,414,883"
05/20/2022,"393.25","397.03","380.54","389.63","131,432,203"
05/19/2022,"388.62","394.14","387.11","389.46","98,510,719"
05/18/2022,"403.50","403.80","390.55","391.86","117,674,492"
05/17/2022,"406.53","408.57","402.58","408.32","83,029,711"
05/16/2022,"399.98","403.97","397.60","400.09","78,622,438"
05/13/2022,"396.71","403.18","395.61","401.72","104,174,398"
05/12/2022,"389.37","395.80","385.15","392.34","125,090,797"
05/11/2022,"398.07","404.04","391.96","392.75","142,360,984"
05/10/2022,"404.49","406.08","394.82","399.09","132,497,203"
05/09/2022,"405.10","406.41","396.50","398.17","155,586,094"
05/06/2022,"411.10","414.80","405.73","411.34","151,770,797"
05/05/2022,"424.55","425.00","409.44","413.81","172,929,109"
05/04/2022,"417.08","429.66","413.71","429.06","144,247,906"
05/03/2022,"415.01","418.93","413.36","416.38","100,028,203"
05/02/2022,"412.07","415.92","405.02","414.48","158,312,500"
04/29/2022,"423.59","425.87","411.21","412.00","145,491,109"
04/28/2022,"422.29","429.64","417.60","427.81","105,449,102"
04/27/2022,"417.24","422.92","415.01","417.27","122,030,000"
04/26/2022,"425.83","426.04","416.07","416.10","103,996,305"
04/25/2022,"423.67","428.69","418.84","428.51","119,647,695"
04/22/2022,"436.91","438.08","425.44","426.04","132,471,797"
04/21/2022,"448.54","450.01","437.10","438.06","85,417,328"
04/20/2022,"446.92","447.57","443.48","444.71","65,224,449"
04/19/2022,"437.86","445.80","437.68","445.04","77,821,008"
04/18/2022,"436.81","439.75","435.61","437.97","66,002,500"
04/14/2022,"443.55","444.73","437.68","437.79","97,869,445"
04/13/2022,"438.03","444.11","437.84","443.31","74,070,391"
04/12/2022,"443.08","445.75","436.65","438.29","84,363,641"
04/11/2022,"444.11","445.00","439.39","439.92","89,770,547"
04/08/2022,"447.97","450.63","445.94","447.57","79,272,711"
04/07/2022,"445.59","450.69","443.53","448.77","78,097,211"
04/06/2022,"446.89","448.93","443.47","446.52","106,898,000"
04/05/2022,"455.22","457.83","449.82","451.03","74,214,492"
04/04/2022,"453.13","456.91","452.26","456.80","59,601,000"
04/01/2022,"453.31","453.46","449.14","452.92","89,048,766"
03/31/2022,"457.89","458.76","451.16","451.64","121,699,906"
03/30/2022,"460.34","461.20","456.47","458.70","79,666,945"
03/29/2022,"460.02","462.07","457.18","461.55","86,581,539"
03/28/2022,"452.06","455.91","450.06","455.91","68,529,766"
03/25/2022,"451.16","452.98","448.43","452.69","77,101,320"
03/24/2022,"445.94","450.50","444.76","450.49","64,736,887"
03/23/2022,"446.91","448.49","443.71","443.80","79,426,094"
03/22/2022,"445.86","450.58","445.86","449.59","74,650,391"
03/21/2022,"444.34","446.46","440.68","444.39","88,349,758"
